FIPS,Sex,Race/ethnicity,Age,2020,2021,2022,2023,2024,2025
6000,MALE,ASIAN NH,39,45285,46397,48103,49836,49035,49004
6000,MALE,ASIAN NH,40,43465,44767,46657,48385,49855,49358
6000,MALE,ASIAN NH,41,42320,43187,45219,46911,48674,50173
6000,MALE,ASIAN NH,42,41152,42028,43310,45532,47090,48829
6000,MALE,ASIAN NH,43,41238,40801,42071,43779,45443,46998
6000,MALE,ASIAN NH,44,41235,41402,40817,42328,43992,45486
6000,MALE,ASIAN NH,45,41733,40912,41554,40962,42374,44127
6000,MALE,ASIAN NH,46,42414,41466,40819,41625,41018,42294
6000,MALE,ASIAN NH,47,41974,42214,41587,41139,41607,41284
6000,MALE,ASIAN NH,48,42356,41621,42078,41742,41188,41717
6000,MALE,ASIAN NH,49,41451,41916,41852,42681,41818,41598
6000,MALE,ASIAN NH,50,41156,41229,41574,41705,42545,41717
6000,MALE,ASIAN NH,51,40378,41240,41184,42047,41685,42585
6000,MALE,ASIAN NH,52,38227,39955,41365,41408,42347,42010
6000,MALE,ASIAN NH,53,36468,38159,39893,41555,41418,42631
6000,MALE,ASIAN NH,54,36823,35925,37846,40075,41481,41438
6000,MALE,ASIAN NH,55,36915,36932,35993,37898,40006,41422
6000,MALE,ASIAN NH,56,37330,36701,36902,36023,37644,39999
6000,MALE,ASIAN NH,57,37641,37244,36354,36525,35861,37501
6000,MALE,ASIAN NH,58,35756,37358,37264,36276,36418,35804
6000,MALE,ASIAN NH,59,34198,35382,37189,37198,36208,36231
6000,MALE,ASIAN NH,60,35124,34331,35437,36925,37078,36519
6000,MALE,ASIAN NH,61,34035,34935,34351,35411,36446,36994
6000,MALE,ASIAN NH,62,33588,33296,34750,34375,35061,36185
6000,MALE,ASIAN NH,63,32782,33333,33153,34500,34339,35028
6000,MALE,ASIAN NH,64,31706,32193,33070,33062,34203,33899
6000,MALE,ASIAN NH,65,31836,31243,31855,32904,32936,34013
6000,MALE,ASIAN NH,66,29971,31809,30988,31850,32682,32551
6000,MALE,ASIAN NH,67,28675,29329,31406,30763,31577,32212
6000,MALE,ASIAN NH,68,27025,28084,29030,31174,30348,31367
6000,MALE,ASIAN NH,69,25655,26580,27874,28775,30927,30052
6000,MALE,ASIAN NH,70,25847,25013,26299,27363,28047,30414
6000,MALE,ASIAN NH,71,24085,25178,24690,25954,26975,27594
6000,MALE,ASIAN NH,72,22456,23260,24846,24397,25442,26453
6000,MALE,ASIAN NH,73,21292,21892,22839,24770,23807,24942
6000,MALE,ASIAN NH,74,17914,20401,21460,22336,24211,23443
6000,MALE,ASIAN NH,75,16296,17233,19999,21037,21924,23846
6000,MALE,ASIAN NH,76,15259,15925,16931,19677,20486,21372
6000,MALE,ASIAN NH,77,14226,14726,15603,16499,19013,19926
6000,MALE,ASIAN NH,78,12975,13764,14514,15422,16334,18626
6000,MALE,ASIAN NH,79,12254,12494,13447,14239,15037,15945
6000,MALE,ASIAN NH,80,11578,11793,12195,13132,13821,14535
6000,MALE,ASIAN NH,81,10458,11085,11418,11789,12410,13098
6000,MALE,ASIAN NH,82,9618,9863,10539,10901,11035,11627
6000,MALE,ASIAN NH,83,8746,9104,9407,10156,10381,10428
6000,MALE,ASIAN NH,84,7821,8190,8640,8931,9574,9853
6000,MALE,ASIAN NH,85,7302,7166,7637,8129,8305,8986
6000,MALE,ASIAN NH,86,6307,6771,6710,7138,7325,7482
6000,MALE,ASIAN NH,87,5703,5767,6303,6250,6458,6617
6000,MALE,ASIAN NH,88,4931,5083,5194,5783,5500,5792
6000,MALE,ASIAN NH,89,4342,4390,4633,4774,5226,4933
6000,MALE,ASIAN NH,90,3752,3990,4039,4262,4336,4712
6000,MALE,ASIAN NH,91,3022,3228,3488,3549,3477,3506
6000,MALE,ASIAN NH,92,2331,2489,2729,3023,2844,2805
6000,MALE,ASIAN NH,93,1888,1876,2043,2274,2408,2276
6000,MALE,ASIAN NH,94,1573,1549,1542,1718,1875,1962
6000,MALE,ASIAN NH,95,1158,1235,1247,1158,1362,1502
6000,MALE,ASIAN NH,96,857,913,1014,972,834,987
6000,MALE,ASIAN NH,97,661,612,691,741,680,575
6000,MALE,ASIAN NH,98,525,466,450,477,528,474
6000,MALE,ASIAN NH,99,351,343,317,294,330,371
6000,MALE,ASIAN NH,100,188,190,222,208,209,233
6000,MALE,ASIAN NH,101,133,41,48,81,127,121
6000,MALE,ASIAN NH,102,81,124,33,37,51,79
6000,MALE,ASIAN NH,103,41,74,115,25,19,27
6000,MALE,ASIAN NH,104,14,40,72,109,13,10
6000,MALE,ASIAN NH,105,19,15,40,70,56,6
6000,MALE,ASIAN NH,106,9,18,14,38,29,21
6000,MALE,ASIAN NH,107,2,9,18,14,13,12
6000,MALE,ASIAN NH,108,1,2,9,16,4,5
6000,MALE,ASIAN NH,109,0,1,2,8,8,2
6000,MALE,ASIAN NH,110,21,21,21,20,13,11
6000,MALE,NHPI NH,0,839,687,708,457,625,619
6000,MALE,NHPI NH,1,896,846,695,718,465,630
6000,MALE,NHPI NH,2,931,902,855,686,703,464
6000,MALE,NHPI NH,3,941,921,899,841,682,693
6000,MALE,NHPI NH,4,936,932,914,904,842,674
6000,MALE,NHPI NH,5,984,988,975,944,951,850
6000,MALE,NHPI NH,6,887,989,1005,982,949,956
6000,MALE,NHPI NH,7,886,879,980,1003,977,942
6000,MALE,NHPI NH,8,836,879,873,980,1006,979
6000,MALE,NHPI NH,9,812,824,872,866,968,1007
6000,MALE,NHPI NH,10,757,878,855,875,890,979
6000,MALE,NHPI NH,11,790,757,875,879,902,886
6000,MALE,NHPI NH,12,865,794,774,897,882,913
6000,MALE,NHPI NH,13,882,854,787,769,909,872
6000,MALE,NHPI NH,14,816,876,848,780,765,907
6000,MALE,NHPI NH,15,914,815,878,850,781,767
6000,MALE,NHPI NH,16,903,920,839,889,851,805
6000,MALE,NHPI NH,17,865,897,911,838,894,850
6000,MALE,NHPI NH,18,881,1029,1085,1135,1050,1099
6000,MALE,NHPI NH,19,895,847,1000,1052,1110,1035
6000,MALE,NHPI NH,20,934,993,931,1081,1143,1198
6000,MALE,NHPI NH,21,893,917,983,916,1070,1149
6000,MALE,NHPI NH,22,907,953,909,976,953,1108
6000,MALE,NHPI NH,23,905,894,936,861,925,925
6000,MALE,NHPI NH,24,963,899,895,937,844,928
6000,MALE,NHPI NH,25,1030,1103,955,930,989,889
6000,MALE,NHPI NH,26,1012,945,1010,868,832,889
6000,MALE,NHPI NH,27,1054,1052,972,1051,923,810
6000,MALE,NHPI NH,28,1134,1124,1098,1035,1124,957
6000,MALE,NHPI NH,29,1225,1106,1096,1071,1030,1098
6000,MALE,NHPI NH,30,1208,1252,1196,1163,1127,1111
6000,MALE,NHPI NH,31,1278,1180,1213,1151,1129,1077
6000,MALE,NHPI NH,32,1175,1293,1202,1245,1165,1139
6000,MALE,NHPI NH,33,1213,1198,1300,1240,1278,1167
6000,MALE,NHPI NH,34,1206,1215,1237,1325,1302,1356
6000,MALE,NHPI NH,35,1194,1213,1196,1240,1317,1277
6000,MALE,NHPI NH,36,1178,1187,1222,1189,1229,1309
6000,MALE,NHPI NH,37,1132,1158,1175,1210,1219,1220
6000,MALE,NHPI NH,38,1143,1111,1141,1174,1195,1201
6000,MALE,NHPI NH,39,1184,1140,1124,1192,1197,1259
6000,MALE,NHPI NH,40,1067,1229,1199,1193,1179,1173
6000,MALE,NHPI NH,41,1067,1057,1233,1203,1186,1175
6000,MALE,NHPI NH,42,968,1091,1095,1233,1214,1205
6000,MALE,NHPI NH,43,966,978,1122,1126,1270,1256
6000,MALE,NHPI NH,44,941,953,965,1100,1094,1242
6000,MALE,NHPI NH,45,986,964,960,961,1089,1102
6000,MALE,NHPI NH,46,996,976,943,963,962,1143
6000,MALE,NHPI NH,47,1069,1076,971,1010,1010,1007
6000,MALE,NHPI NH,48,980,1139,1076,994,1033,1055
6000,MALE,NHPI NH,49,963,968,1126,1083,1011,1042
6000,MALE,NHPI NH,50,983,982,972,1133,1069,997
6000,MALE,NHPI NH,51,925,996,987,971,1115,1063
6000,MALE,NHPI NH,52,907,911,1002,993,982,1100
6000,MALE,NHPI NH,53,942,870,877,969,992,944
6000,MALE,NHPI NH,54,980,983,884,893,1034,1051
6000,MALE,NHPI NH,55,999,1043,1016,904,913,1012
6000,MALE,NHPI NH,56,914,988,1034,1115,894,929
6000,MALE,NHPI NH,57,936,902,983,1054,1117,905
6000,MALE,NHPI NH,58,1012,933,899,985,1053,1122
6000,MALE,NHPI NH,59,1032,1041,902,866,975,1024
6000,MALE,NHPI NH,60,998,1086,1091,969,844,998
6000,MALE,NHPI NH,61,924,984,1092,1112,1006,840
6000,MALE,NHPI NH,62,872,942,1033,1114,1139,1015
6000,MALE,NHPI NH,63,835,854,1000,1043,1096,1153
6000,MALE,NHPI NH,64,759,887,871,1016,1047,1144
6000,MALE,NHPI NH,65,717,716,858,827,978,1033
6000,MALE,NHPI NH,66,646,714,709,860,818,959
6000,MALE,NHPI NH,67,621,629,699,698,825,805
6000,MALE,NHPI NH,68,575,657,680,764,758,913
6000,MALE,NHPI NH,69,528,575,658,650,694,694
6000,MALE,NHPI NH,70,554,529,567,646,628,676
6000,MALE,NHPI NH,71,543,536,523,564,636,609
6000,MALE,NHPI NH,72,446,668,542,526,570,644
6000,MALE,NHPI NH,73,460,424,669,542,524,549
6000,MALE,NHPI NH,74,390,569,422,671,522,554
6000,MALE,NHPI NH,75,332,358,542,405,633,499
6000,MALE,NHPI NH,76,324,349,383,573,407,641
6000,MALE,NHPI NH,77,279,318,363,397,566,396
6000,MALE,NHPI NH,78,245,293,333,379,399,570
6000,MALE,NHPI NH,79,201,245,289,328,365,386
6000,MALE,NHPI NH,80,197,214,267,311,338,378
6000,MALE,NHPI NH,81,166,185,194,236,254,279
6000,MALE,NHPI NH,82,150,168,187,197,229,239
6000,MALE,NHPI NH,83,159,167,190,217,215,249
6000,MALE,NHPI NH,84,128,152,160,180,185,186
6000,MALE,NHPI NH,85,134,145,163,176,178,175
6000,MALE,NHPI NH,86,93,124,129,146,141,141
6000,MALE,NHPI NH,87,107,117,152,161,169,160
6000,MALE,NHPI NH,88,56,85,88,118,108,114
6000,MALE,NHPI NH,89,72,52,81,84,105,90
6000,MALE,NHPI NH,90,45,75,55,84,76,96
6000,MALE,NHPI NH,91,32,46,76,56,71,57
6000,MALE,NHPI NH,92,38,32,46,75,46,59
6000,MALE,NHPI NH,93,27,34,28,42,53,34
6000,MALE,NHPI NH,94,25,25,32,26,29,42
6000,MALE,NHPI NH,95,8,25,25,32,21,24
6000,MALE,NHPI NH,96,7,6,23,23,18,14
6000,MALE,NHPI NH,97,7,8,7,23,13,12
6000,MALE,NHPI NH,98,2,6,7,5,16,9
6000,MALE,NHPI NH,99,8,7,11,11,7,15
6000,MALE,NHPI NH,100,1,4,3,7,2,3
6000,MALE,NHPI NH,101,0,0,3,2,3,2
6000,MALE,NHPI NH,102,0,0,0,3,1,0
6000,MALE,NHPI NH,103,0,0,0,0,0,1
6000,MALE,NHPI NH,104,0,0,0,0,0,0
6000,MALE,NHPI NH,105,0,0,0,0,0,0
6000,MALE,NHPI NH,106,0,0,0,0,0,0
6000,MALE,NHPI NH,107,0,0,0,0,0,0
6000,MALE,NHPI NH,108,0,0,0,0,0,0
6000,MALE,NHPI NH,109,0,0,0,0,0,0
6000,MALE,NHPI NH,110,0,0,0,0,0,0
6000,MALE,MR NH,0,15764,9638,9886,9388,11979,11902
6000,MALE,MR NH,1,18204,15751,9624,9872,9330,11925
6000,MALE,MR NH,2,18705,18479,16009,9922,10033,9806
6000,MALE,MR NH,3,18978,18973,18632,16029,9992,10127
6000,MALE,MR NH,4,18762,18875,18840,18715,15998,10075
6000,MALE,MR NH,5,19144,18830,19069,18956,18927,16089
6000,MALE,MR NH,6,18950,19270,19079,19332,19181,19192
6000,MALE,MR NH,7,18478,19226,19418,19117,19317,19189
6000,MALE,MR NH,8,18188,18547,19237,19526,19177,19458
6000,MALE,MR NH,9,17874,18169,18540,19220,19431,19096
6000,MALE,MR NH,10,16944,17817,18243,18559,19331,19547
6000,MALE,MR NH,11,16491,16807,17765,18124,18455,19291
6000,MALE,MR NH,12,16680,16611,16871,17774,18178,18417
6000,MALE,MR NH,13,16231,16490,16458,16799,17667,18047
6000,MALE,MR NH,14,15745,16282,16505,16484,16850,17686
6000,MALE,MR NH,15,15049,15944,16532,16649,16378,16997
6000,MALE,MR NH,16,14720,15084,15910,16477,16557,16295
6000,MALE,MR NH,17,13841,14781,15089,15925,16524,16499
6000,MALE,MR NH,18,14496,16368,17671,17888,18545,19172
6000,MALE,MR NH,19,14227,15787,17878,19224,19333,20197
6000,MALE,MR NH,20,13370,13311,14757,16859,18331,18230
6000,MALE,MR NH,21,13263,13038,12907,14317,16479,17825
6000,MALE,MR NH,22,12945,12449,12470,12236,13645,15820
6000,MALE,MR NH,23,12778,12440,11941,11797,11540,13115
6000,MALE,MR NH,24,12990,12582,12350,11810,11718,11447
6000,MALE,MR NH,25,13290,12947,12929,12399,11968,11610
6000,MALE,MR NH,26,12931,12957,12695,12589,12086,11594
6000,MALE,MR NH,27,12896,12957,12851,12923,12680,12246
6000,MALE,MR NH,28,12238,12953,13015,12922,13030,12675
6000,MALE,MR NH,29,12520,12208,12985,13042,12874,13112
6000,MALE,MR NH,30,11590,12580,12300,13134,13116,12880
6000,MALE,MR NH,31,11242,11724,12778,12515,13292,13186
6000,MALE,MR NH,32,10463,11283,11696,12760,12520,13185
6000,MALE,MR NH,33,10142,10593,11431,11721,12812,12709
6000,MALE,MR NH,34,9364,10045,10663,11489,11839,12800
6000,MALE,MR NH,35,9115,9133,9903,10560,11359,11736
6000,MALE,MR NH,36,8724,9121,9392,9997,10714,11407
6000,MALE,MR NH,37,8698,8807,9199,9544,9998,10838
6000,MALE,MR NH,38,8446,8736,8852,9286,9526,10132
6000,MALE,MR NH,39,8265,8364,8836,8924,9191,9554
6000,MALE,MR NH,40,7677,8253,8331,8873,8992,9163
6000,MALE,MR NH,41,7436,7787,8315,8507,8919,9006
6000,MALE,MR NH,42,6937,7440,7846,8327,8497,8968
6000,MALE,MR NH,43,6703,6910,7373,7804,8226,8402
6000,MALE,MR NH,44,6184,6895,7033,7485,7841,8378
6000,MALE,MR NH,45,6027,6120,6872,7342,7793,7986
6000,MALE,MR NH,46,5802,6062,6124,6916,7366,7801
6000,MALE,MR NH,47,5733,5803,6052,6122,6921,7330
6000,MALE,MR NH,48,5961,5707,5980,6178,6223,6993
6000,MALE,MR NH,49,6236,6024,5746,6082,6208,6190
6000,MALE,MR NH,50,6035,6274,6063,5850,6174,6222
6000,MALE,MR NH,51,5703,6022,6293,6086,5798,6070
6000,MALE,MR NH,52,5688,5612,6012,6244,6049,5709
6000,MALE,MR NH,53,5242,5742,5743,6044,6292,6061
6000,MALE,MR NH,54,5186,5172,5852,5878,6059,6354
6000,MALE,MR NH,55,5193,5213,5091,5899,5790,5969
6000,MALE,MR NH,56,5324,5136,5139,5022,5809,5718
6000,MALE,MR NH,57,5461,5298,5193,5138,5079,5847
6000,MALE,MR NH,58,5393,5524,5442,5399,5149,5249
6000,MALE,MR NH,59,5144,5363,5489,5434,5316,5070
6000,MALE,MR NH,60,5221,5081,5312,5539,5425,5272
6000,MALE,MR NH,61,4862,5216,5114,5341,5614,5392
6000,MALE,MR NH,62,4768,4925,5152,5179,5343,5536
6000,MALE,MR NH,63,4446,4926,4997,5185,5054,5386
6000,MALE,MR NH,64,4180,4512,4972,5019,5161,5049
6000,MALE,MR NH,65,3889,4109,4457,4968,4926,5073
6000,MALE,MR NH,66,3628,3933,4101,4428,4906,4910
6000,MALE,MR NH,67,3363,3576,3879,4067,4310,4777
6000,MALE,MR NH,68,3055,3378,3595,3893,3997,4241
6000,MALE,MR NH,69,2855,3007,3372,3589,3799,3922
6000,MALE,MR NH,70,2795,2825,2987,3362,3526,3742
6000,MALE,MR NH,71,2502,2786,2821,2986,3303,3495
6000,MALE,MR NH,72,2415,2469,2719,2784,2843,3156
6000,MALE,MR NH,73,2423,2414,2481,2734,2746,2798
6000,MALE,MR NH,74,1966,2404,2558,2589,2619,2683
6000,MALE,MR NH,75,1666,1997,2482,2615,2583,2623
6000,MALE,MR NH,76,1468,1667,1987,2467,2520,2473
6000,MALE,MR NH,77,1410,1473,1685,2009,2395,2443
6000,MALE,MR NH,78,1303,1435,1507,1718,1962,2352
6000,MALE,MR NH,79,1153,1270,1398,1464,1627,1848
6000,MALE,MR NH,80,1040,1166,1292,1423,1436,1586
6000,MALE,MR NH,81,923,1050,1161,1284,1316,1341
6000,MALE,MR NH,82,842,958,1064,1175,1231,1248
6000,MALE,MR NH,83,781,848,968,1082,1111,1183
6000,MALE,MR NH,84,704,773,836,946,998,1025
6000,MALE,MR NH,85,723,701,771,835,883,919
6000,MALE,MR NH,86,634,719,704,766,766,785
6000,MALE,MR NH,87,537,645,731,695,696,686
6000,MALE,MR NH,88,484,533,649,734,636,636
6000,MALE,MR NH,89,381,487,530,642,631,542
6000,MALE,MR NH,90,352,385,490,532,563,560
6000,MALE,MR NH,91,290,345,377,482,437,439
6000,MALE,MR NH,92,223,301,360,396,403,370
6000,MALE,MR NH,93,175,206,282,337,295,309
6000,MALE,MR NH,94,154,172,201,276,268,224
6000,MALE,MR NH,95,118,153,171,200,218,204
6000,MALE,MR NH,96,80,114,148,163,147,162
6000,MALE,MR NH,97,59,89,123,148,126,119
6000,MALE,MR NH,98,57,69,99,129,132,97
6000,MALE,MR NH,99,48,34,46,74,75,92
6000,MALE,MR NH,100,28,46,29,40,51,56
6000,MALE,MR NH,101,26,27,45,27,22,31
6000,MALE,MR NH,102,5,30,30,47,19,17
6000,MALE,MR NH,103,4,1,26,25,21,10
6000,MALE,MR NH,104,1,4,1,25,18,13
6000,MALE,MR NH,105,14,1,4,1,11,8
6000,MALE,MR NH,106,14,14,1,4,1,5
6000,MALE,MR NH,107,5,14,14,1,2,1
6000,MALE,MR NH,108,3,5,14,13,0,1
6000,MALE,MR NH,109,1,3,5,14,9,0
6000,MALE,MR NH,110,20,21,24,28,12,8
6000,MALE,HISPANIC,0,112354,95861,101343,100784,86558,84555
6000,MALE,HISPANIC,1,116973,111971,95436,100897,100076,85852
6000,MALE,HISPANIC,2,117788,113865,109163,93411,99054,97912
6000,MALE,HISPANIC,3,121203,115246,112258,107180,92561,97994
6000,MALE,HISPANIC,4,125281,118232,113470,110335,105875,91987
6000,MALE,HISPANIC,5,126914,122989,116488,111921,108938,104475
6000,MALE,HISPANIC,6,127646,124577,121624,115624,110683,107838
6000,MALE,HISPANIC,7,128611,125709,123262,120122,114492,109890
6000,MALE,HISPANIC,8,130031,126285,124379,122125,119320,113695
6000,MALE,HISPANIC,9,134101,128306,124456,123394,120849,118502
6000,MALE,HISPANIC,10,137825,131799,126411,123063,121941,119736
6000,MALE,HISPANIC,11,141294,136264,130606,125403,122318,121330
6000,MALE,HISPANIC,12,145442,138460,134266,128243,124077,121117
6000,MALE,HISPANIC,13,145370,143023,136830,132848,127318,123744
6000,MALE,HISPANIC,14,140515,143009,140834,134881,130779,126124
6000,MALE,HISPANIC,15,136419,139277,142123,139713,133822,130335
6000,MALE,HISPANIC,16,133754,133877,137226,140080,138233,132020
6000,MALE,HISPANIC,17,130180,131941,132643,135412,138406,136817
6000,MALE,HISPANIC,18,131930,149355,154651,159760,160163,160716
6000,MALE,HISPANIC,19,125955,130966,148402,154369,161497,162091
6000,MALE,HISPANIC,20,124723,121230,125994,140342,146985,153999
6000,MALE,HISPANIC,21,122950,118129,115233,118784,133544,140503
6000,MALE,HISPANIC,22,121908,114898,110846,108270,112678,127266
6000,MALE,HISPANIC,23,122745,113316,106938,103625,101970,106549
6000,MALE,HISPANIC,24,123102,115940,107371,102296,99777,98608
6000,MALE,HISPANIC,25,124221,116185,107912,99615,94303,91806
6000,MALE,HISPANIC,26,125777,110648,103888,97273,92523,89979
6000,MALE,HISPANIC,27,127705,120328,107135,100945,95286,91406
6000,MALE,HISPANIC,28,129405,122440,116833,105029,99675,93577
6000,MALE,HISPANIC,29,129831,124283,119247,113841,103210,98667
6000,MALE,HISPANIC,30,127264,124974,121055,116685,111595,101433
6000,MALE,HISPANIC,31,121511,122338,121313,117863,114534,110063
6000,MALE,HISPANIC,32,119680,116894,118782,118723,116110,112559
6000,MALE,HISPANIC,33,117845,115307,113675,116087,116365,114167
6000,MALE,HISPANIC,34,116554,113932,112464,111079,113550,113829
6000,MALE,HISPANIC,35,115316,111455,110032,109385,108138,110874
6000,MALE,HISPANIC,36,112534,111459,108051,107550,107652,106234
6000,MALE,HISPANIC,37,114384,108520,108442,106018,105612,105746
6000,MALE,HISPANIC,38,113121,110065,105100,105621,103678,103110
6000,MALE,HISPANIC,39,111529,109094,106721,102562,103834,101952
6000,MALE,HISPANIC,40,110293,106942,105850,103587,99909,101521
6000,MALE,HISPANIC,41,104435,107098,104123,103677,101977,98319
6000,MALE,HISPANIC,42,102126,101274,103973,101653,101366,100643
6000,MALE,HISPANIC,43,100050,98779,98626,102027,99931,99798
6000,MALE,HISPANIC,44,98118,96430,95695,95881,99799,97852
6000,MALE,HISPANIC,45,96853,94127,92983,92660,93525,97525
6000,MALE,HISPANIC,46,93105,93742,91630,90830,90718,92153
6000,MALE,HISPANIC,47,92325,90326,91457,89566,89165,89373
6000,MALE,HISPANIC,48,91633,88924,87394,88948,87592,87247
6000,MALE,HISPANIC,49,93715,88450,86556,85251,86975,85761
6000,MALE,HISPANIC,50,93207,90007,85543,84186,83290,84877
6000,MALE,HISPANIC,51,89761,90074,87329,83795,82297,81540
6000,MALE,HISPANIC,52,86082,86402,87691,85173,81600,80561
6000,MALE,HISPANIC,53,83092,82695,83656,85404,82971,79898
6000,MALE,HISPANIC,54,81418,79572,80131,81274,83288,80882
6000,MALE,HISPANIC,55,80164,77435,76564,77619,79099,81074
6000,MALE,HISPANIC,56,76252,76612,75305,74391,75549,77327
6000,MALE,HISPANIC,57,72603,73063,74238,73552,72190,73746
6000,MALE,HISPANIC,58,69791,68954,70189,71647,71402,69939
6000,MALE,HISPANIC,59,66273,66703,66528,67955,69655,69984
6000,MALE,HISPANIC,60,64982,62771,64027,64100,65558,67724
6000,MALE,HISPANIC,61,59460,61902,60232,61748,62055,63420
6000,MALE,HISPANIC,62,56711,56438,59390,58029,59666,60029
6000,MALE,HISPANIC,63,52728,53767,54283,57008,56136,57959
6000,MALE,HISPANIC,64,50221,49641,51193,51892,54978,54535
6000,MALE,HISPANIC,65,47331,47242,47092,48738,49807,53262
6000,MALE,HISPANIC,66,42743,44912,45175,45276,47060,48132
6000,MALE,HISPANIC,67,39194,40625,43237,43442,43790,45644
6000,MALE,HISPANIC,68,36383,37090,38705,41506,41909,42296
6000,MALE,HISPANIC,69,33172,33920,35257,36766,39809,40282
6000,MALE,HISPANIC,70,31100,30806,31942,33456,35148,38435
6000,MALE,HISPANIC,71,28556,28947,29132,30551,31934,33787
6000,MALE,HISPANIC,72,26823,26542,27279,27625,29016,30532
6000,MALE,HISPANIC,73,25013,24863,24877,25855,26401,28050
6000,MALE,HISPANIC,74,20832,23155,23338,23432,24646,25478
6000,MALE,HISPANIC,75,19133,19467,21787,22377,22571,23702
6000,MALE,HISPANIC,76,17632,18079,18724,21007,21483,21758
6000,MALE,HISPANIC,77,15664,16767,17450,18176,20216,20862
6000,MALE,HISPANIC,78,14371,14529,15959,16633,17420,19255
6000,MALE,HISPANIC,79,12798,13443,13869,15461,15977,16862
6000,MALE,HISPANIC,80,11853,11732,12661,13077,14620,15244
6000,MALE,HISPANIC,81,10958,10922,11030,11999,12171,13729
6000,MALE,HISPANIC,82,9762,9950,10166,10292,11088,11390
6000,MALE,HISPANIC,83,8710,8802,9395,9595,9673,10372
6000,MALE,HISPANIC,84,7965,7788,8089,8645,8883,9010
6000,MALE,HISPANIC,85,6886,6923,6977,7318,7885,8163
6000,MALE,HISPANIC,86,5888,5952,6251,6322,6397,6944
6000,MALE,HISPANIC,87,5161,5049,5276,5611,5534,5588
6000,MALE,HISPANIC,88,4482,4372,4335,4665,4902,4900
6000,MALE,HISPANIC,89,4147,3782,3855,3779,4147,4393
6000,MALE,HISPANIC,90,3445,3448,3244,3430,3373,3834
6000,MALE,HISPANIC,91,2959,2887,2931,2760,2805,2721
6000,MALE,HISPANIC,92,2333,2310,2270,2404,2190,2278
6000,MALE,HISPANIC,93,1817,1717,1775,1722,1899,1705
6000,MALE,HISPANIC,94,1339,1318,1274,1349,1339,1522
6000,MALE,HISPANIC,95,1003,920,936,873,1069,1076
6000,MALE,HISPANIC,96,803,701,650,643,587,756
6000,MALE,HISPANIC,97,642,545,500,435,431,416
6000,MALE,HISPANIC,98,425,421,338,310,313,281
6000,MALE,HISPANIC,99,275,266,261,193,198,212
6000,MALE,HISPANIC,100,159,149,128,94,134,137
6000,MALE,HISPANIC,101,85,47,85,53,45,73
6000,MALE,HISPANIC,102,42,69,41,42,29,23
6000,MALE,HISPANIC,103,21,40,66,34,21,17
6000,MALE,HISPANIC,104,13,21,38,60,18,14
6000,MALE,HISPANIC,105,20,14,22,33,36,10
6000,MALE,HISPANIC,106,16,19,13,21,16,13
6000,MALE,HISPANIC,107,8,16,19,13,7,7
6000,MALE,HISPANIC,108,3,8,16,18,8,4
6000,MALE,HISPANIC,109,0,3,8,16,6,4
6000,MALE,HISPANIC,110,55,55,58,61,23,9
